word,firstLetter,secondLetter,thirdLetter,fourthLetter,fifthLetter,top5FirstLetter,top5SecondLetter,top5ThirdLetter,top5FourthLetter,top5FifthLetter,numberOfTop5Letters
EXIES,E,X,I,E,S,0,0,1,1,1,3
EXINE,E,X,I,N,E,0,0,1,1,1,3
EXING,E,X,I,N,G,0,0,1,1,0,2
EXITE,E,X,I,T,E,0,0,1,1,1,3
EXITS,E,X,I,T,S,0,0,1,1,1,3
EXODE,E,X,O,D,E,0,0,1,0,1,2
EXOME,E,X,O,M,E,0,0,1,0,1,2
EXONS,E,X,O,N,S,0,0,1,1,1,3
EXPAT,E,X,P,A,T,0,0,0,1,0,1
EXPOS,E,X,P,O,S,0,0,0,0,1,1
EXUDE,E,X,U,D,E,0,0,0,0,1,1
EXULS,E,X,U,L,S,0,0,0,0,1,1
EXURB,E,X,U,R,B,0,0,0,0,0,0
EYASS,E,Y,A,S,S,0,0,1,0,1,2
EYERS,E,Y,E,R,S,0,0,0,0,1,1
EYOTS,E,Y,O,T,S,0,0,1,1,1,3
EYRAS,E,Y,R,A,S,0,0,1,1,1,3
EYRES,E,Y,R,E,S,0,0,1,1,1,3
EYRIE,E,Y,R,I,E,0,0,1,1,1,3
EYRIR,E,Y,R,I,R,0,0,1,1,0,2
EZINE,E,Z,I,N,E,0,0,1,1,1,3
FABBO,F,A,B,B,O,0,1,0,0,0,1
FABBY,F,A,B,B,Y,0,1,0,0,1,2
FACED,F,A,C,E,D,0,1,0,1,1,3
FACER,F,A,C,E,R,0,1,0,1,0,2
FACES,F,A,C,E,S,0,1,0,1,1,3
FACEY,F,A,C,E,Y,0,1,0,1,1,3
FACIA,F,A,C,I,A,0,1,0,1,1,3
FACIE,F,A,C,I,E,0,1,0,1,1,3
FACTA,F,A,C,T,A,0,1,0,1,1,3
FACTO,F,A,C,T,O,0,1,0,1,0,2
FACTS,F,A,C,T,S,0,1,0,1,1,3
FACTY,F,A,C,T,Y,0,1,0,1,1,3
FADDY,F,A,D,D,Y,0,1,0,0,1,2
FADED,F,A,D,E,D,0,1,0,1,1,3
FADER,F,A,D,E,R,0,1,0,1,0,2
FADES,F,A,D,E,S,0,1,0,1,1,3
FADGE,F,A,D,G,E,0,1,0,0,1,2
FADOS,F,A,D,O,S,0,1,0,0,1,2
FAENA,F,A,E,N,A,0,1,0,1,1,3
FAERY,F,A,E,R,Y,0,1,0,0,1,2
FAFFS,F,A,F,F,S,0,1,0,0,1,2
FAFFY,F,A,F,F,Y,0,1,0,0,1,2
FAGGY,F,A,G,G,Y,0,1,0,0,1,2
FAGIN,F,A,G,I,N,0,1,0,1,0,2
FAGOT,F,A,G,O,T,0,1,0,0,0,1
FAIKS,F,A,I,K,S,0,1,1,0,1,3
FAILS,F,A,I,L,S,0,1,1,0,1,3
FAINE,F,A,I,N,E,0,1,1,1,1,4
FAINS,F,A,I,N,S,0,1,1,1,1,4
FAIRE,F,A,I,R,E,0,1,1,0,1,3
FAIRS,F,A,I,R,S,0,1,1,0,1,3
FAKED,F,A,K,E,D,0,1,0,1,1,3
FAKER,F,A,K,E,R,0,1,0,1,0,2
FAKES,F,A,K,E,S,0,1,0,1,1,3
FAKEY,F,A,K,E,Y,0,1,0,1,1,3
FAKIE,F,A,K,I,E,0,1,0,1,1,3
FAKIR,F,A,K,I,R,0,1,0,1,0,2
FALAJ,F,A,L,A,J,0,1,0,1,0,2
FALES,F,A,L,E,S,0,1,0,1,1,3
FALLS,F,A,L,L,S,0,1,0,0,1,2
FALSY,F,A,L,S,Y,0,1,0,0,1,2
FAMED,F,A,M,E,D,0,1,0,1,1,3
FAMES,F,A,M,E,S,0,1,0,1,1,3
FANAL,F,A,N,A,L,0,1,1,1,0,3
FANDS,F,A,N,D,S,0,1,1,0,1,3
FANES,F,A,N,E,S,0,1,1,1,1,4
FANGA,F,A,N,G,A,0,1,1,0,1,3
FANGO,F,A,N,G,O,0,1,1,0,0,2
FANGS,F,A,N,G,S,0,1,1,0,1,3
FANKS,F,A,N,K,S,0,1,1,0,1,3
FANON,F,A,N,O,N,0,1,1,0,0,2
FANOS,F,A,N,O,S,0,1,1,0,1,3
FANUM,F,A,N,U,M,0,1,1,0,0,2
FAQIR,F,A,Q,I,R,0,1,0,1,0,2
FARAD,F,A,R,A,D,0,1,1,1,1,4
FARCI,F,A,R,C,I,0,1,1,0,0,2
FARCY,F,A,R,C,Y,0,1,1,0,1,3
FARDS,F,A,R,D,S,0,1,1,0,1,3
FARED,F,A,R,E,D,0,1,1,1,1,4
FARER,F,A,R,E,R,0,1,1,1,0,3
FARES,F,A,R,E,S,0,1,1,1,1,4
FARLE,F,A,R,L,E,0,1,1,0,1,3
FARLS,F,A,R,L,S,0,1,1,0,1,3
FARMS,F,A,R,M,S,0,1,1,0,1,3
FAROS,F,A,R,O,S,0,1,1,0,1,3
FARRO,F,A,R,R,O,0,1,1,0,0,2
FARSE,F,A,R,S,E,0,1,1,0,1,3
FARTS,F,A,R,T,S,0,1,1,1,1,4
FASCI,F,A,S,C,I,0,1,0,0,0,1
FASTI,F,A,S,T,I,0,1,0,1,0,2
FASTS,F,A,S,T,S,0,1,0,1,1,3
FATED,F,A,T,E,D,0,1,0,1,1,3
FATES,F,A,T,E,S,0,1,0,1,1,3
FATLY,F,A,T,L,Y,0,1,0,0,1,2
FATSO,F,A,T,S,O,0,1,0,0,0,1
FATWA,F,A,T,W,A,0,1,0,0,1,2
FAUCH,F,A,U,C,H,0,1,0,0,0,1
FAUGH,F,A,U,G,H,0,1,0,0,0,1
FAULD,F,A,U,L,D,0,1,0,0,1,2
FAUNS,F,A,U,N,S,0,1,0,1,1,3
FAURD,F,A,U,R,D,0,1,0,0,1,2
FAUTE,F,A,U,T,E,0,1,0,1,1,3
FAUTS,F,A,U,T,S,0,1,0,1,1,3
FAUVE,F,A,U,V,E,0,1,0,0,1,2
FAVAS,F,A,V,A,S,0,1,0,1,1,3
FAVEL,F,A,V,E,L,0,1,0,1,0,2
FAVER,F,A,V,E,R,0,1,0,1,0,2
FAVES,F,A,V,E,S,0,1,0,1,1,3
FAVUS,F,A,V,U,S,0,1,0,0,1,2
FAWNS,F,A,W,N,S,0,1,0,1,1,3
FAWNY,F,A,W,N,Y,0,1,0,1,1,3
FAXED,F,A,X,E,D,0,1,0,1,1,3
FAXES,F,A,X,E,S,0,1,0,1,1,3
FAYED,F,A,Y,E,D,0,1,0,1,1,3
FAYER,F,A,Y,E,R,0,1,0,1,0,2
FAYNE,F,A,Y,N,E,0,1,0,1,1,3
FAYRE,F,A,Y,R,E,0,1,0,0,1,2
FAZED,F,A,Z,E,D,0,1,0,1,1,3
FAZES,F,A,Z,E,S,0,1,0,1,1,3
FEALS,F,E,A,L,S,0,1,1,0,1,3
FEARD,F,E,A,R,D,0,1,1,0,1,3
FEARE,F,E,A,R,E,0,1,1,0,1,3
FEARS,F,E,A,R,S,0,1,1,0,1,3
FEART,F,E,A,R,T,0,1,1,0,0,2
FEASE,F,E,A,S,E,0,1,1,0,1,3
FEATS,F,E,A,T,S,0,1,1,1,1,4
FEAZE,F,E,A,Z,E,0,1,1,0,1,3
FECES,F,E,C,E,S,0,1,0,1,1,3
FECHT,F,E,C,H,T,0,1,0,0,0,1
FECIT,F,E,C,I,T,0,1,0,1,0,2
FECKS,F,E,C,K,S,0,1,0,0,1,2
FEDAI,F,E,D,A,I,0,1,0,1,0,2
FEDEX,F,E,D,E,X,0,1,0,1,0,2
FEEBS,F,E,E,B,S,0,1,0,0,1,2
FEEDS,F,E,E,D,S,0,1,0,0,1,2
FEELS,F,E,E,L,S,0,1,0,0,1,2
FEELY,F,E,E,L,Y,0,1,0,0,1,2
FEENS,F,E,E,N,S,0,1,0,1,1,3
FEERS,F,E,E,R,S,0,1,0,0,1,2
FEESE,F,E,E,S,E,0,1,0,0,1,2
FEEZE,F,E,E,Z,E,0,1,0,0,1,2
FEHME,F,E,H,M,E,0,1,0,0,1,2
FEINT,F,E,I,N,T,0,1,1,1,0,3
FEIST,F,E,I,S,T,0,1,1,0,0,2
FELCH,F,E,L,C,H,0,1,0,0,0,1
FELID,F,E,L,I,D,0,1,0,1,1,3
FELIX,F,E,L,I,X,0,1,0,1,0,2
FELLS,F,E,L,L,S,0,1,0,0,1,2
FELLY,F,E,L,L,Y,0,1,0,0,1,2
FELTS,F,E,L,T,S,0,1,0,1,1,3
FELTY,F,E,L,T,Y,0,1,0,1,1,3
FEMAL,F,E,M,A,L,0,1,0,1,0,2
FEMES,F,E,M,E,S,0,1,0,1,1,3
FEMIC,F,E,M,I,C,0,1,0,1,0,2
FEMMY,F,E,M,M,Y,0,1,0,0,1,2
FENDS,F,E,N,D,S,0,1,1,0,1,3
FENDY,F,E,N,D,Y,0,1,1,0,1,3
FENIS,F,E,N,I,S,0,1,1,1,1,4
FENKS,F,E,N,K,S,0,1,1,0,1,3
FENNY,F,E,N,N,Y,0,1,1,1,1,4
FENTS,F,E,N,T,S,0,1,1,1,1,4
FEODS,F,E,O,D,S,0,1,1,0,1,3
FEOFF,F,E,O,F,F,0,1,1,0,0,2
FERER,F,E,R,E,R,0,1,1,1,0,3
FERES,F,E,R,E,S,0,1,1,1,1,4
FERIA,F,E,R,I,A,0,1,1,1,1,4
FERLY,F,E,R,L,Y,0,1,1,0,1,3
FERMI,F,E,R,M,I,0,1,1,0,0,2
FERMS,F,E,R,M,S,0,1,1,0,1,3
FERNS,F,E,R,N,S,0,1,1,1,1,4
FERNY,F,E,R,N,Y,0,1,1,1,1,4
FEROX,F,E,R,O,X,0,1,1,0,0,2
FESSE,F,E,S,S,E,0,1,0,0,1,2
FESTA,F,E,S,T,A,0,1,0,1,1,3
FESTS,F,E,S,T,S,0,1,0,1,1,3
FESTY,F,E,S,T,Y,0,1,0,1,1,3
FETAS,F,E,T,A,S,0,1,0,1,1,3
FETED,F,E,T,E,D,0,1,0,1,1,3
FETES,F,E,T,E,S,0,1,0,1,1,3
FETOR,F,E,T,O,R,0,1,0,0,0,1
FETTA,F,E,T,T,A,0,1,0,1,1,3
FETTS,F,E,T,T,S,0,1,0,1,1,3
FETWA,F,E,T,W,A,0,1,0,0,1,2
FEUAR,F,E,U,A,R,0,1,0,1,0,2
FEUDS,F,E,U,D,S,0,1,0,0,1,2
FEUED,F,E,U,E,D,0,1,0,1,1,3
FEYED,F,E,Y,E,D,0,1,0,1,1,3
FEYER,F,E,Y,E,R,0,1,0,1,0,2
FEYLY,F,E,Y,L,Y,0,1,0,0,1,2
FEZES,F,E,Z,E,S,0,1,0,1,1,3
FEZZY,F,E,Z,Z,Y,0,1,0,0,1,2
FIARS,F,I,A,R,S,0,1,1,0,1,3
FIATS,F,I,A,T,S,0,1,1,1,1,4
FIBRE,F,I,B,R,E,0,1,0,0,1,2
FIBRO,F,I,B,R,O,0,1,0,0,0,1
FICES,F,I,C,E,S,0,1,0,1,1,3
FICHE,F,I,C,H,E,0,1,0,0,1,2
FICHU,F,I,C,H,U,0,1,0,0,0,1
FICIN,F,I,C,I,N,0,1,0,1,0,2
FICOS,F,I,C,O,S,0,1,0,0,1,2
FICTA,F,I,C,T,A,0,1,0,1,1,3
FIDES,F,I,D,E,S,0,1,0,1,1,3
FIDGE,F,I,D,G,E,0,1,0,0,1,2
FIDOS,F,I,D,O,S,0,1,0,0,1,2
FIDUS,F,I,D,U,S,0,1,0,0,1,2
FIEFS,F,I,E,F,S,0,1,0,0,1,2
FIENT,F,I,E,N,T,0,1,0,1,0,2
FIERE,F,I,E,R,E,0,1,0,0,1,2
FIERI,F,I,E,R,I,0,1,0,0,0,1
FIERS,F,I,E,R,S,0,1,0,0,1,2
FIEST,F,I,E,S,T,0,1,0,0,0,1
FIFED,F,I,F,E,D,0,1,0,1,1,3
FIFER,F,I,F,E,R,0,1,0,1,0,2
FIFES,F,I,F,E,S,0,1,0,1,1,3
FIFIS,F,I,F,I,S,0,1,0,1,1,3
FIGGY,F,I,G,G,Y,0,1,0,0,1,2
FIGOS,F,I,G,O,S,0,1,0,0,1,2
FIKED,F,I,K,E,D,0,1,0,1,1,3
FIKES,F,I,K,E,S,0,1,0,1,1,3
FILAR,F,I,L,A,R,0,1,0,1,0,2
FILCH,F,I,L,C,H,0,1,0,0,0,1
FILED,F,I,L,E,D,0,1,0,1,1,3
FILES,F,I,L,E,S,0,1,0,1,1,3
FILII,F,I,L,I,I,0,1,0,1,0,2
FILKS,F,I,L,K,S,0,1,0,0,1,2
FILLE,F,I,L,L,E,0,1,0,0,1,2
FILLO,F,I,L,L,O,0,1,0,0,0,1
FILLS,F,I,L,L,S,0,1,0,0,1,2
FILMI,F,I,L,M,I,0,1,0,0,0,1
FILMS,F,I,L,M,S,0,1,0,0,1,2
FILON,F,I,L,O,N,0,1,0,0,0,1
FILOS,F,I,L,O,S,0,1,0,0,1,2
FILUM,F,I,L,U,M,0,1,0,0,0,1
FINCA,F,I,N,C,A,0,1,1,0,1,3
FINDS,F,I,N,D,S,0,1,1,0,1,3
FINED,F,I,N,E,D,0,1,1,1,1,4
FINES,F,I,N,E,S,0,1,1,1,1,4
FINIS,F,I,N,I,S,0,1,1,1,1,4
FINKS,F,I,N,K,S,0,1,1,0,1,3
FINNY,F,I,N,N,Y,0,1,1,1,1,4
FINOS,F,I,N,O,S,0,1,1,0,1,3
FIORD,F,I,O,R,D,0,1,1,0,1,3
FIQHS,F,I,Q,H,S,0,1,0,0,1,2
FIQUE,F,I,Q,U,E,0,1,0,0,1,2
FIRED,F,I,R,E,D,0,1,1,1,1,4
FIRER,F,I,R,E,R,0,1,1,1,0,3
FIRES,F,I,R,E,S,0,1,1,1,1,4
FIRIE,F,I,R,I,E,0,1,1,1,1,4
FIRKS,F,I,R,K,S,0,1,1,0,1,3
FIRMA,F,I,R,M,A,0,1,1,0,1,3
FIRMS,F,I,R,M,S,0,1,1,0,1,3
FIRNI,F,I,R,N,I,0,1,1,1,0,3
FIRNS,F,I,R,N,S,0,1,1,1,1,4
FIRRY,F,I,R,R,Y,0,1,1,0,1,3
FIRTH,F,I,R,T,H,0,1,1,1,0,3
FISCS,F,I,S,C,S,0,1,0,0,1,2
FISHO,F,I,S,H,O,0,1,0,0,0,1
FISKS,F,I,S,K,S,0,1,0,0,1,2
FISTS,F,I,S,T,S,0,1,0,1,1,3
FISTY,F,I,S,T,Y,0,1,0,1,1,3
FITCH,F,I,T,C,H,0,1,0,0,0,1
FITLY,F,I,T,L,Y,0,1,0,0,1,2
FITNA,F,I,T,N,A,0,1,0,1,1,3
FITTE,F,I,T,T,E,0,1,0,1,1,3
FITTS,F,I,T,T,S,0,1,0,1,1,3
FIVER,F,I,V,E,R,0,1,0,1,0,2
FIVES,F,I,V,E,S,0,1,0,1,1,3
FIXED,F,I,X,E,D,0,1,0,1,1,3
FIXES,F,I,X,E,S,0,1,0,1,1,3
FIXIE,F,I,X,I,E,0,1,0,1,1,3
FIXIT,F,I,X,I,T,0,1,0,1,0,2
FJELD,F,J,E,L,D,0,0,0,0,1,1
FLABS,F,L,A,B,S,0,0,1,0,1,2
FLAFF,F,L,A,F,F,0,0,1,0,0,1
FLAGS,F,L,A,G,S,0,0,1,0,1,2
FLAKS,F,L,A,K,S,0,0,1,0,1,2
FLAMM,F,L,A,M,M,0,0,1,0,0,1
FLAMS,F,L,A,M,S,0,0,1,0,1,2
FLAMY,F,L,A,M,Y,0,0,1,0,1,2
FLANE,F,L,A,N,E,0,0,1,1,1,3
FLANS,F,L,A,N,S,0,0,1,1,1,3
FLAPS,F,L,A,P,S,0,0,1,0,1,2
FLARY,F,L,A,R,Y,0,0,1,0,1,2
FLATS,F,L,A,T,S,0,0,1,1,1,3
FLAVA,F,L,A,V,A,0,0,1,0,1,2
FLAWN,F,L,A,W,N,0,0,1,0,0,1
FLAWS,F,L,A,W,S,0,0,1,0,1,2
FLAWY,F,L,A,W,Y,0,0,1,0,1,2
FLAXY,F,L,A,X,Y,0,0,1,0,1,2
FLAYS,F,L,A,Y,S,0,0,1,0,1,2
FLEAM,F,L,E,A,M,0,0,0,1,0,1
FLEAS,F,L,E,A,S,0,0,0,1,1,2
FLEEK,F,L,E,E,K,0,0,0,1,0,1
FLEER,F,L,E,E,R,0,0,0,1,0,1
FLEES,F,L,E,E,S,0,0,0,1,1,2
FLEGS,F,L,E,G,S,0,0,0,0,1,1
FLEME,F,L,E,M,E,0,0,0,0,1,1
FLEUR,F,L,E,U,R,0,0,0,0,0,0
FLEWS,F,L,E,W,S,0,0,0,0,1,1
FLEXI,F,L,E,X,I,0,0,0,0,0,0
FLEXO,F,L,E,X,O,0,0,0,0,0,0
FLEYS,F,L,E,Y,S,0,0,0,0,1,1
FLICS,F,L,I,C,S,0,0,1,0,1,2
FLIED,F,L,I,E,D,0,0,1,1,1,3
FLIES,F,L,I,E,S,0,0,1,1,1,3
FLIMP,F,L,I,M,P,0,0,1,0,0,1
FLIMS,F,L,I,M,S,0,0,1,0,1,2
FLIPS,F,L,I,P,S,0,0,1,0,1,2
FLIRS,F,L,I,R,S,0,0,1,0,1,2
FLISK,F,L,I,S,K,0,0,1,0,0,1
FLITE,F,L,I,T,E,0,0,1,1,1,3
FLITS,F,L,I,T,S,0,0,1,1,1,3
FLITT,F,L,I,T,T,0,0,1,1,0,2
FLOBS,F,L,O,B,S,0,0,1,0,1,2
FLOCS,F,L,O,C,S,0,0,1,0,1,2
FLOES,F,L,O,E,S,0,0,1,1,1,3
FLOGS,F,L,O,G,S,0,0,1,0,1,2
FLONG,F,L,O,N,G,0,0,1,1,0,2
FLOPS,F,L,O,P,S,0,0,1,0,1,2
FLORE,F,L,O,R,E,0,0,1,0,1,2
FLORS,F,L,O,R,S,0,0,1,0,1,2
FLORY,F,L,O,R,Y,0,0,1,0,1,2
FLOSH,F,L,O,S,H,0,0,1,0,0,1
FLOTA,F,L,O,T,A,0,0,1,1,1,3
FLOTE,F,L,O,T,E,0,0,1,1,1,3
FLOWS,F,L,O,W,S,0,0,1,0,1,2
FLOWY,F,L,O,W,Y,0,0,1,0,1,2
FLUBS,F,L,U,B,S,0,0,0,0,1,1
FLUED,F,L,U,E,D,0,0,0,1,1,2
FLUES,F,L,U,E,S,0,0,0,1,1,2
FLUEY,F,L,U,E,Y,0,0,0,1,1,2
FLUKY,F,L,U,K,Y,0,0,0,0,1,1
FLUMP,F,L,U,M,P,0,0,0,0,0,0
FLUOR,F,L,U,O,R,0,0,0,0,0,0
FLURR,F,L,U,R,R,0,0,0,0,0,0
FLUTY,F,L,U,T,Y,0,0,0,1,1,2
FLUYT,F,L,U,Y,T,0,0,0,0,0,0
FLYBY,F,L,Y,B,Y,0,0,0,0,1,1
FLYIN,F,L,Y,I,N,0,0,0,1,0,1
FLYPE,F,L,Y,P,E,0,0,0,0,1,1
FLYTE,F,L,Y,T,E,0,0,0,1,1,2
FNARR,F,N,A,R,R,0,0,1,0,0,1
FOALS,F,O,A,L,S,0,1,1,0,1,3
FOAMS,F,O,A,M,S,0,1,1,0,1,3
FOEHN,F,O,E,H,N,0,1,0,0,0,1
FOGEY,F,O,G,E,Y,0,1,0,1,1,3
FOGIE,F,O,G,I,E,0,1,0,1,1,3
FOGLE,F,O,G,L,E,0,1,0,0,1,2
FOGOS,F,O,G,O,S,0,1,0,0,1,2
FOGOU,F,O,G,O,U,0,1,0,0,0,1
FOHNS,F,O,H,N,S,0,1,0,1,1,3
FOIDS,F,O,I,D,S,0,1,1,0,1,3
FOILS,F,O,I,L,S,0,1,1,0,1,3
FOINS,F,O,I,N,S,0,1,1,1,1,4
FOLDS,F,O,L,D,S,0,1,0,0,1,2
FOLEY,F,O,L,E,Y,0,1,0,1,1,3
FOLIA,F,O,L,I,A,0,1,0,1,1,3
FOLIC,F,O,L,I,C,0,1,0,1,0,2
FOLIE,F,O,L,I,E,0,1,0,1,1,3
FOLKS,F,O,L,K,S,0,1,0,0,1,2
FOLKY,F,O,L,K,Y,0,1,0,0,1,2
FOMES,F,O,M,E,S,0,1,0,1,1,3
FONDA,F,O,N,D,A,0,1,1,0,1,3
FONDS,F,O,N,D,S,0,1,1,0,1,3
FONDU,F,O,N,D,U,0,1,1,0,0,2
FONES,F,O,N,E,S,0,1,1,1,1,4
FONIO,F,O,N,I,O,0,1,1,1,0,3
FONLY,F,O,N,L,Y,0,1,1,0,1,3
FONTS,F,O,N,T,S,0,1,1,1,1,4
FOODS,F,O,O,D,S,0,1,1,0,1,3
FOODY,F,O,O,D,Y,0,1,1,0,1,3
FOOLS,F,O,O,L,S,0,1,1,0,1,3
FOOTS,F,O,O,T,S,0,1,1,1,1,4
FOOTY,F,O,O,T,Y,0,1,1,1,1,4
FORAM,F,O,R,A,M,0,1,1,1,0,3
FORBS,F,O,R,B,S,0,1,1,0,1,3
FORBY,F,O,R,B,Y,0,1,1,0,1,3
FORDO,F,O,R,D,O,0,1,1,0,0,2
FORDS,F,O,R,D,S,0,1,1,0,1,3
FOREL,F,O,R,E,L,0,1,1,1,0,3
FORES,F,O,R,E,S,0,1,1,1,1,4
FOREX,F,O,R,E,X,0,1,1,1,0,3
FORKS,F,O,R,K,S,0,1,1,0,1,3
FORKY,F,O,R,K,Y,0,1,1,0,1,3
FORMA,F,O,R,M,A,0,1,1,0,1,3
FORME,F,O,R,M,E,0,1,1,0,1,3
FORMS,F,O,R,M,S,0,1,1,0,1,3
FORTS,F,O,R,T,S,0,1,1,1,1,4
FORZA,F,O,R,Z,A,0,1,1,0,1,3
FORZE,F,O,R,Z,E,0,1,1,0,1,3
FOSSA,F,O,S,S,A,0,1,0,0,1,2
FOSSE,F,O,S,S,E,0,1,0,0,1,2
FOUAT,F,O,U,A,T,0,1,0,1,0,2
FOUDS,F,O,U,D,S,0,1,0,0,1,2
FOUER,F,O,U,E,R,0,1,0,1,0,2
FOUET,F,O,U,E,T,0,1,0,1,0,2
FOULE,F,O,U,L,E,0,1,0,0,1,2
FOULS,F,O,U,L,S,0,1,0,0,1,2
FOUNT,F,O,U,N,T,0,1,0,1,0,2
FOURS,F,O,U,R,S,0,1,0,0,1,2
FOUTH,F,O,U,T,H,0,1,0,1,0,2
FOVEA,F,O,V,E,A,0,1,0,1,1,3
FOWLS,F,O,W,L,S,0,1,0,0,1,2
FOWTH,F,O,W,T,H,0,1,0,1,0,2
FOXED,F,O,X,E,D,0,1,0,1,1,3
FOXES,F,O,X,E,S,0,1,0,1,1,3
FOXIE,F,O,X,I,E,0,1,0,1,1,3
FOYLE,F,O,Y,L,E,0,1,0,0,1,2
FOYNE,F,O,Y,N,E,0,1,0,1,1,3
FRABS,F,R,A,B,S,0,0,1,0,1,2
FRACK,F,R,A,C,K,0,0,1,0,0,1
FRACT,F,R,A,C,T,0,0,1,0,0,1
FRAGS,F,R,A,G,S,0,0,1,0,1,2
FRAIM,F,R,A,I,M,0,0,1,1,0,2
FRAIS,F,R,A,I,S,0,0,1,1,1,3
FRANC,F,R,A,N,C,0,0,1,1,0,2
FRAPE,F,R,A,P,E,0,0,1,0,1,2
FRAPS,F,R,A,P,S,0,0,1,0,1,2
FRASS,F,R,A,S,S,0,0,1,0,1,2
FRATE,F,R,A,T,E,0,0,1,1,1,3
FRATI,F,R,A,T,I,0,0,1,1,0,2
FRATS,F,R,A,T,S,0,0,1,1,1,3
FRAUS,F,R,A,U,S,0,0,1,0,1,2
FRAYS,F,R,A,Y,S,0,0,1,0,1,2
FREES,F,R,E,E,S,0,0,0,1,1,2
FREET,F,R,E,E,T,0,0,0,1,0,1
FREIT,F,R,E,I,T,0,0,0,1,0,1
FREMD,F,R,E,M,D,0,0,0,0,1,1
FRENA,F,R,E,N,A,0,0,0,1,1,2
FREON,F,R,E,O,N,0,0,0,0,0,0
FRERE,F,R,E,R,E,0,0,0,0,1,1
FRETS,F,R,E,T,S,0,0,0,1,1,2
FRIBS,F,R,I,B,S,0,0,1,0,1,2
FRIER,F,R,I,E,R,0,0,1,1,0,2
FRIES,F,R,I,E,S,0,0,1,1,1,3
FRIGS,F,R,I,G,S,0,0,1,0,1,2
FRISE,F,R,I,S,E,0,0,1,0,1,2
FRIST,F,R,I,S,T,0,0,1,0,0,1
FRITA,F,R,I,T,A,0,0,1,1,1,3
FRITE,F,R,I,T,E,0,0,1,1,1,3
FRITH,F,R,I,T,H,0,0,1,1,0,2
FRITS,F,R,I,T,S,0,0,1,1,1,3
FRITT,F,R,I,T,T,0,0,1,1,0,2
FRIZE,F,R,I,Z,E,0,0,1,0,1,2
FRIZZ,F,R,I,Z,Z,0,0,1,0,0,1
FROES,F,R,O,E,S,0,0,1,1,1,3
FROGS,F,R,O,G,S,0,0,1,0,1,2
FROMM,F,R,O,M,M,0,0,1,0,0,1
FRONS,F,R,O,N,S,0,0,1,1,1,3
FROOM,F,R,O,O,M,0,0,1,0,0,1
FRORE,F,R,O,R,E,0,0,1,0,1,2
FRORN,F,R,O,R,N,0,0,1,0,0,1
FRORY,F,R,O,R,Y,0,0,1,0,1,2
FROSH,F,R,O,S,H,0,0,1,0,0,1
FROWS,F,R,O,W,S,0,0,1,0,1,2
FROWY,F,R,O,W,Y,0,0,1,0,1,2
FROYO,F,R,O,Y,O,0,0,1,0,0,1
FRUGS,F,R,U,G,S,0,0,0,0,1,1
FRUMP,F,R,U,M,P,0,0,0,0,0,0
FRUSH,F,R,U,S,H,0,0,0,0,0,0
FRUST,F,R,U,S,T,0,0,0,0,0,0
FRYER,F,R,Y,E,R,0,0,0,1,0,1
FUBAR,F,U,B,A,R,0,1,0,1,0,2
FUBBY,F,U,B,B,Y,0,1,0,0,1,2
FUBSY,F,U,B,S,Y,0,1,0,0,1,2
FUCKS,F,U,C,K,S,0,1,0,0,1,2
FUCUS,F,U,C,U,S,0,1,0,0,1,2
FUDDY,F,U,D,D,Y,0,1,0,0,1,2
FUDGY,F,U,D,G,Y,0,1,0,0,1,2
FUELS,F,U,E,L,S,0,1,0,0,1,2
FUERO,F,U,E,R,O,0,1,0,0,0,1
FUFFS,F,U,F,F,S,0,1,0,0,1,2
FUFFY,F,U,F,F,Y,0,1,0,0,1,2
FUGAL,F,U,G,A,L,0,1,0,1,0,2
FUGGY,F,U,G,G,Y,0,1,0,0,1,2
FUGIE,F,U,G,I,E,0,1,0,1,1,3
FUGIO,F,U,G,I,O,0,1,0,1,0,2
FUGIS,F,U,G,I,S,0,1,0,1,1,3
FUGLE,F,U,G,L,E,0,1,0,0,1,2
FUGLY,F,U,G,L,Y,0,1,0,0,1,2
FUGUS,F,U,G,U,S,0,1,0,0,1,2
FUJIS,F,U,J,I,S,0,1,0,1,1,3
FULLA,F,U,L,L,A,0,1,0,0,1,2
FULLS,F,U,L,L,S,0,1,0,0,1,2
FULTH,F,U,L,T,H,0,1,0,1,0,2
FULWA,F,U,L,W,A,0,1,0,0,1,2
FUMED,F,U,M,E,D,0,1,0,1,1,3
FUMER,F,U,M,E,R,0,1,0,1,0,2
FUMES,F,U,M,E,S,0,1,0,1,1,3
FUMET,F,U,M,E,T,0,1,0,1,0,2
FUNDA,F,U,N,D,A,0,1,1,0,1,3
FUNDI,F,U,N,D,I,0,1,1,0,0,2
FUNDO,F,U,N,D,O,0,1,1,0,0,2
FUNDS,F,U,N,D,S,0,1,1,0,1,3
FUNDY,F,U,N,D,Y,0,1,1,0,1,3
FUNGO,F,U,N,G,O,0,1,1,0,0,2
FUNGS,F,U,N,G,S,0,1,1,0,1,3
FUNIC,F,U,N,I,C,0,1,1,1,0,3
FUNIS,F,U,N,I,S,0,1,1,1,1,4
FUNKS,F,U,N,K,S,0,1,1,0,1,3
FUNSY,F,U,N,S,Y,0,1,1,0,1,3
FUNTS,F,U,N,T,S,0,1,1,1,1,4
FURAL,F,U,R,A,L,0,1,1,1,0,3
FURAN,F,U,R,A,N,0,1,1,1,0,3
